,title,body,answer
130,최근에 70세 된 아버님께서 방금 전 에 하시던 일을 쉽게 잊어버리시고다른 사람이 자신의 물건을 훔쳐 간다라며 짜증을 내거나 물건을 집어던지기도 해요. 그러면서 잠시도 가만히 있지 못하고 초조해하며 항상 긴장이 되어 있어요. 무슨 병이 있는 거 아닐까요 ?,가까운 정신건강의학과에 가셔서 진찰을 받아보시는 것이 좋겠습니다.,1
131,"78세 할아버지입니다..나이가 드니까.. 몸이 이곳 저곳 쑤시고, 아픈데, 이젠 죽을 때가 되었나봐요..하나님께 기도하는 것도 귀찮고, 그냥 언제 죽을까 불안해요...",나이가 들면서 늙게 되는 것은 자연의 섭리라고 할 수 있습니다.,1
132,"78세 할아버지입니다..나이가 드니까.. 몸이 이곳 저곳 쑤시고, 아픈데, 이젠 죽을 때가 되었나봐요..하나님께 기도하는 것도 귀찮고, 그냥 언제 죽을까 불안해요...","질문자분이 생각하시는 것도 당연하다고 생각됩니다.그런 생각 때문에 매일 하루종일 의욕도 없고, 재미있던 TV 프로도 없어지고, 죽고 싶은 마음만 들고, 불안해지는 등의 현상이 나타나면 가까운 정신건강의학과 의사를 찾아가 상담해 보시는 것이 좋을 것 같습니다.",1
133,"78세 할아버지입니다..나이가 드니까.. 몸이 이곳 저곳 쑤시고, 아픈데, 이젠 죽을 때가 되었나봐요..하나님께 기도하는 것도 귀찮고, 그냥 언제 죽을까 불안해요...","연세가 들면서 그런 생각을 하시게 되는 것은 자연스러운 현상이지만, 이로 인해 우울증이 깊어질 수 있기 때문에 위와 비슷한 상황이 나에게 벌어지고 있다고 생각하시는 경우에는 의사의 도움을 받는 것이 좋을 것 같습니다.",1
134,"78세 할아버지입니다..나이가 드니까.. 몸이 이곳 저곳 쑤시고, 아픈데, 이젠 죽을 때가 되었나봐요..하나님께 기도하는 것도 귀찮고, 그냥 언제 죽을까 불안해요...","치료받는 것에 부끄러워하지 않고, 당당히 나서는 것이 용기 있는 행동일 것입니다.",1
135,노인성 우울증의 정의와 대표적 증상은 무엇입니까?,노인 인구의 급격한 증가와 함께 노년기에서도 우울증이 증가하고 있습니다.,0
136,노인성 우울증의 정의와 대표적 증상은 무엇입니까?,신체적 질환을 가진 노인환자들에서도 약 10~45%에서 우울 증상을 경험한다고 합니다.,0
137,노인성 우울증의 정의와 대표적 증상은 무엇입니까?,"우울증 환자들에서 나타나는 흔한 증상들의 빈도를 보면 불면증, 슬픈 기분(100%), 눈물을 잘 흘림(94%), 집중이 잘 안됨(91%), 죽고 싶은 생각(82%), 피곤함, 짜증, 움직이기 싫어함(76%), 식욕이 없음(66%), 생활주기가 불규칙적임(64%), 절망감(51%), 기억력 감퇴(35%), 망상(35%), 자살시도(15%) 및 환청(6%)의 순입니다.",0
138,노인성 우울증의 정의와 대표적 증상은 무엇입니까?,"노인우울증의 경우는 슬픔의 직접적인 표현보다는 신체적 호소, 비정상적 성격의 변화 및 자살등의 자해적 행동에 유의해야 합니다.",0
139,"노인성 우울증을 발견했을 때, 일반적으로 어떤 치료가 필요한가요 ? ",노인성우울증 환자의 올바른 평가가 선행되어야 합니다.,0
140,"노인성 우울증을 발견했을 때, 일반적으로 어떤 치료가 필요한가요 ? ","초기 면담에서는 희망적인 태도로 우울 증상의 심한 정도, 자살 위험 등을 살펴보아야 합니다.",0
141,"노인성 우울증을 발견했을 때, 일반적으로 어떤 치료가 필요한가요 ? ","심리, 사회적인 스트레스는 어떤 것이 있는지도 반드시 살펴보아야 합니다.",0
142,"노인성 우울증을 발견했을 때, 일반적으로 어떤 치료가 필요한가요 ? ","치료는 환자의 상황에 따라 정신치료, 인지.행동치료 및 약물치료 또는 필요시는 전기경련요법 등을 외래통원치료 및 입원치료로서 실시합니다.",0
143,"노인성 우울증을 발견했을 때, 일반적으로 어떤 치료가 필요한가요 ? ",만일 환자가 심한 상태에 있거나 특히 자살의 위험이 클 때는 반드시 입원치료를 실시해야 합니다.,0
144,우울증이 계절의 변화와 상관이 있습니까?,어떤 사람의 경우는 겨울이 되어 일조량이 줄어드는 것이 우울증의 원인이 되는 사람도 있습니다.,0
145,우울증이 계절의 변화와 상관이 있습니까?,네 계절성 우울증이라고도 합니다.,0
146,기분이 안 좋고 잠도 잘 못 자고 의욕도 떨어진 지 한 3일 됐어요. 저도 우울증 치료를 받아야 하나요?,"기간이나 증상으로 보아서 아직 우울증이라고 진단내리기는 이른 것 같습니다만, 그런 증상으로 인해 심한 고통을 겪는다면 앞으로 우울증이 될 가능성이 있기 때문에 신경정신과적 치료를 받는 것이 좋으리라 보입니다.",1
147,평소 명랑하던 친척인데 큰 수술을 받고 의기소침해지고 자신감을 잃어갑니다. 수술 때문일까요?,"정신적으로 건강했던 사람도 심근경색증, 뇌종양, 췌장질환, 영양실조 같은 신체적 질병이 생겼을 때 우울증세가 나타날 수 있습니다.",0
148,평소 명랑하던 친척인데 큰 수술을 받고 의기소침해지고 자신감을 잃어갑니다. 수술 때문일까요?,만성화 될수록 증세는 더 심할 수 있습니다.,0
149,친척 중 한 분이 큰 사건도 없었는데 우울증에 걸렸다고 합니다. 그럴 수도 있습니까?,그럴 수 있습니다.,0
150,친척 중 한 분이 큰 사건도 없었는데 우울증에 걸렸다고 합니다. 그럴 수도 있습니까?,환경에서 오는 자극과 관계없이 뇌의 생화학적이상이나 기타 뇌의 병으로 생기는 우울증을 내인성 우울증이라고 합니다.,0
151,노인성 우울증 환자의 약물 치료는 기본원칙이 중요하다고 들었는데 그 기본원칙이란 무엇입니까 ?,노인 환자들에게 약물을 사용할 때는 우선 기본원칙에 충실해야 합니다.,0
152,노인성 우울증 환자의 약물 치료는 기본원칙이 중요하다고 들었는데 그 기본원칙이란 무엇입니까 ?,기본원칙이란 다른 치료방법으로 가능한가를 평가한 후에 약물을 신중히 사용합니다.,0
153,노인성 우울증 환자의 약물 치료는 기본원칙이 중요하다고 들었는데 그 기본원칙이란 무엇입니까 ?,기본원칙이란 약물의 시작은 최저용량으로 사용되어져야 합니다.,0
154,노인성 우울증 환자의 약물 치료는 기본원칙이 중요하다고 들었는데 그 기본원칙이란 무엇입니까 ?,기본원칙이란 가장 적은 종류의 약을 가능한 분복해서 사용합니다.,0
155,노인성 우울증 환자의 약물 치료는 기본원칙이 중요하다고 들었는데 그 기본원칙이란 무엇입니까 ?,항우울제의 사용 시는 치료 초기에는 소량으로 시작하여 조심스럽게 서서히 증량합니다.,0
156,노인성 우울증 환자의 약물 치료는 기본원칙이 중요하다고 들었는데 그 기본원칙이란 무엇입니까 ?,대부분의 노인 환자들은 젊은 환자의 1/2에서 1/3에 해당하는 용량을 사용해야 하며 첫 발병 시 치료효과가 있은 후에도 적어도 6~9개월 동안은 계속해서 약물을 투여해야 합니다.,0
157,"노인성 우울증 환자도 불안, 초조나 망상을 보일 수 있나요 ? ","노인성 우울증의 경우, 반드시 모든 정신운동성 활동이 감퇴되는 퇴행성 우울증만이 아니라 불안, 초조 및 때로는 공격성을 동반한 초조성 우울증의 경우도 나타날 수 있습니다.",0
158,"노인성 우울증 환자도 불안, 초조나 망상을 보일 수 있나요 ? ","우울증이 회복되지 않을 시는 상태의 악화로 지각이나 사고기능에 장애를 초래하여 환청, 환시는 물론 피해사고 등을 주소로 한 피해망상을 동반한 정신병적 증상을 동반할 수 있습니다.",0
159,"노인성 우울증 환자도 불안, 초조나 망상을 보일 수 있나요 ? ","노인성 우울증의 경우 기본적인 항우울제의 사용은 물론, 필요시 항불안제나 신경이완제 등을 함께 사용할 수 있습니다.",0
160,"노인성 우울증 환자가 있을 때, 가족들은 어떻게 환자를 대해야 하나요 ? ","노년기 우울증의 정신사회적 치료에서 가족치료는 매우 중요한 부분을 차지하고 있습니다.가족 구성원들은 환자가 느끼는 상실, 소외감은 물론 정신기능의 상실, 신체기능 특히 신체의 손상에 대한 두려움, 성적 기능 이상에 대한 두려움을 감싸 줄 수 있어야 합니다.",0
161,"노인성 우울증 환자가 있을 때, 가족들은 어떻게 환자를 대해야 하나요 ? ","가족들은 대화와 관심을 통하여 환자를 돌보아 주어야 하며, 치료자와의 중재자 역활을 해야 합니다.",0
162,"노인성 우울증 환자가 있을 때, 가족들은 어떻게 환자를 대해야 하나요 ? ","가족들은 환자에게 노년기 우울증을 이해시켜 주어야 하며 환자행동의 변화, 약물복용 관리 등을 평가하여 자살예방 및 적절한 치료동맹을 유지할 수 있도록 협조를 아끼지 말아야 합니다.",0
163,"노인성 우울증 환자가 있을 때, 가족들은 어떻게 환자를 대해야 하나요 ? ",가족 구성원들은 가능한 자신들의 역할담당을 통해 불필요한 스트레스를 피하고 지나친 논쟁이나 피로에서 벗어날 수 있도록 서로간에 격려하여야 합니다.,0
164,노인 환자들에서 우울증상을 동반하는 신체 질환들은 어떤 것들이 있나요 ?,"뇌졸중과 파킨슨병에서 가장 흔히 우울 증상을 초래하는 것으로 알려져 있으며, 그 빈도는 각각 30~65% 및 20~90%에까지 이르고 있습니다.",0
165,노인 환자들에서 우울증상을 동반하는 신체 질환들은 어떤 것들이 있나요 ?,"종양, 갑상선 기능저하증과 같은 내분비계 장애나 대사장애, 비타민 부족 시에도 우울증이 동반됩니다.",0
166,노인 환자들에서 우울증상을 동반하는 신체 질환들은 어떤 것들이 있나요 ?, 노인성 치매에서도 약 20~40% 정도에서 우울증상이 동반되는 것으로 알려져 있습니다.,0
167,노년기에 우울증을 일으킬 수 있는 정신적인 스트레스를 알려 주십시오.,"노화가 시작되어 노년기에 접어들면 이전과는 다른 신체적, 정신적 증상이 나타나게 됩니다.",0
168,노년기에 우울증을 일으킬 수 있는 정신적인 스트레스를 알려 주십시오.,노년기에 심신 노화에 의한 능력저하나 질병 같은 스트레스가 우울증을 일으킬 수 있습니다.,0
169,노년기에 우울증을 일으킬 수 있는 정신적인 스트레스를 알려 주십시오.,"노년기에는 퇴직이나 이직에 따른 사회적 역할이나 가정 내 역할의 상실, 경제적 빈곤에 따른 스트레스가 우울증을 일으킬 수 있습니다.",0
170,노년기에 우울증을 일으킬 수 있는 정신적인 스트레스를 알려 주십시오.,"노년기에는 자식의 결혼, 분가에 따른 고독이 우울증을 일으킬 수 있습니다.",0
171,노년기에 우울증을 일으킬 수 있는 정신적인 스트레스를 알려 주십시오.,"노년기에는 배우자, 동료와의 사별에 의한 고독이 우울증을 일으킬 수 있습니다.",0
172,저의 누나가 죽고 싶다고 하면서 괴로워합니다. 어떻게 해야 하나요?,자살에 대해 이야기하는 것을 묵살하지 말고 반드시 담당 신경정신과 의사에게 알려야 합니다.,0
173,저의 누나가 죽고 싶다고 하면서 괴로워합니다. 어떻게 해야 하나요?,우울한 사람들은 절망감에 빠져 자신도 모르는 사이에 충동적으로 위험한 행동을 할 수 있습니다.,0
174,저의 누나가 죽고 싶다고 하면서 괴로워합니다. 어떻게 해야 하나요?,가능한한 신속하게 담당 의사에게 알려 적절한 치료를 하는 것이 필요합니다.,0
175,저는 요즘 아무 감정도 느끼지 못하겠고 눈물조차 나지 않아요. 우울한 기분이 아닌데도 우울증일 수 있나요?,그렇습니다.,0
176,저는 요즘 아무 감정도 느끼지 못하겠고 눈물조차 나지 않아요. 우울한 기분이 아닌데도 우울증일 수 있나요?,"우울한 기분이 느껴지지는 않더라도 흥미나 즐거움의 상실, 무감동증 등도 우울증에서 나타날 수 있습니다.",0
177,입맛 좋아진다는 약을 먹은 후 기분이 슬퍼지고 울적해지기도 합니다. 약의 부작용일까요?,충분히 그럴 가능성이 있습니다.,0
178,입맛 좋아진다는 약을 먹은 후 기분이 슬퍼지고 울적해지기도 합니다. 약의 부작용일까요?,"일반적으로 부신피질호르몬제일 경우가 많은데, 처음에는 입맛이 좋아지고 살이 찌며 기분의 변동도 일으킵니다.",0
179,입맛 좋아진다는 약을 먹은 후 기분이 슬퍼지고 울적해지기도 합니다. 약의 부작용일까요?,"어떤 환자는 기분이 좋아지기도 하지만, 우울해지는 경우도 많습니다.",0
180,"제 아이는 중학생인데.. 친구들 사이에서 왕따를 당했습니다.. 학업에 대한 스트레스로 기운이 없고 잠만 자길래 병원에 데려가 심리검사를 했더니 가면성우울증이라고 했습니다. 전 약을 몰래 먹이고 있구요, 다른 우울한 증상이 크게 없으면 약물치료 말고 다른 방법은 없는지 문의 드립니다...",약을 먹든 상담치료를 하든 사실 본질적으로 추구하는 변화는 우울증상의 호전이라는 점에서는 같습니다.,0
181,"제 아이는 중학생인데.. 친구들 사이에서 왕따를 당했습니다.. 학업에 대한 스트레스로 기운이 없고 잠만 자길래 병원에 데려가 심리검사를 했더니 가면성우울증이라고 했습니다. 전 약을 몰래 먹이고 있구요, 다른 우울한 증상이 크게 없으면 약물치료 말고 다른 방법은 없는지 문의 드립니다...","약을 먹을 경우에는 좀 더 그 효과가 빠를 수 있고, 불가피하게 치료의 편의성이 높은 반면 상담치료의 경우에는 장기적으로 하여야 하고, 호전이 되기까지의 시간이 오래 걸리며, 치료의 편의성이 낮아서 치료를 장기간 지속하기가 쉽지 않고, 또한 말수가 적다든지 여러 요인들로 인하여 본인이 원한다고 해서 다 상담치료의 적응증이 되지는 못한다는 실제 임상에서의 차이점들은 존재합니다.",0
182,"제 아이는 중학생인데.. 친구들 사이에서 왕따를 당했습니다.. 학업에 대한 스트레스로 기운이 없고 잠만 자길래 병원에 데려가 심리검사를 했더니 가면성우울증이라고 했습니다. 전 약을 몰래 먹이고 있구요, 다른 우울한 증상이 크게 없으면 약물치료 말고 다른 방법은 없는지 문의 드립니다...",약을 몰래 먹이시는 방법은 현재로서는 어쩔 수 없이 선택하신 것으로 생각됩니다.,0
183,"제 아이는 중학생인데.. 친구들 사이에서 왕따를 당했습니다.. 학업에 대한 스트레스로 기운이 없고 잠만 자길래 병원에 데려가 심리검사를 했더니 가면성우울증이라고 했습니다. 전 약을 몰래 먹이고 있구요, 다른 우울한 증상이 크게 없으면 약물치료 말고 다른 방법은 없는지 문의 드립니다...",상담치료의 경우에는 치료 받는 아동의 적극적인 참여가 필요하기 때문에 설명하신 예에서 상담치료는 적응증이 되기는 힘들 것으로 생각됩니다.,0
184,"제 아이는 중학생인데.. 친구들 사이에서 왕따를 당했습니다.. 학업에 대한 스트레스로 기운이 없고 잠만 자길래 병원에 데려가 심리검사를 했더니 가면성우울증이라고 했습니다. 전 약을 몰래 먹이고 있구요, 다른 우울한 증상이 크게 없으면 약물치료 말고 다른 방법은 없는지 문의 드립니다...","우울증에 대한 치료방법으로 다른 비약물학적인 경두개 자기자극술이나 바이오피드백, 광치료 등의 기법들도 시술이 되고는 있습니다만, 현재로는 약물치료가 기본이 되고 있습니다.",0
185,"제 아이는 중학생인데.. 친구들 사이에서 왕따를 당했습니다.. 학업에 대한 스트레스로 기운이 없고 잠만 자길래 병원에 데려가 심리검사를 했더니 가면성우울증이라고 했습니다. 전 약을 몰래 먹이고 있구요, 다른 우울한 증상이 크게 없으면 약물치료 말고 다른 방법은 없는지 문의 드립니다...",현재의 의사선생님께 우선 상의를 하시고 약물치료를 기본으로 하면서 원하시면 다른 보조적인 치료 방법들을 찾아보시는 것이 좋겠습니다.,0
186,통증이 항상 계속되어 우울합니다.우울증에 걸린 것은 아닌지요?,통증이 오래 계속되면 우울해지는 것이 당연합니다.,0
187,통증이 항상 계속되어 우울합니다.우울증에 걸린 것은 아닌지요?,우울한 감정을 느낀다고 해서 모두 우울증에 걸린 것은 아닙니다.,0
188,"일하기 싫고 공부도 하기 싫구요, 피곤하기만 한데, 이것도 우울증인가요?","일반적으로 우울증은 우울기분, 흥미나 즐거움의 상실, 식욕감소와 체중감소, 불면, 초조, 피로와 활력 상실, 죄책감, 사고력이나 집중력의 감소, 죽음에 대한 반복적인 생각 등의 증상이 나타납니다.",1
189,"일하기 싫고 공부도 하기 싫구요, 피곤하기만 한데, 이것도 우울증인가요?","그러므로 꼭 우울한 기분이 없어도 청소년에서는 기분이 과민한 것을 보일 수도 있고, 다른 증상들을 통해 우울증으로 판단할 수 있습니다.",1
190,우울한 기분을 가지는데 불면증이나 식욕저하가 아니라 오히려 잠을 많이 자고 식욕이 넘쳐 과식하게 되어 체중이 증가합니다. 이러한 경우도 우울증인가요?,예.,0
191,우울한 기분을 가지는데 불면증이나 식욕저하가 아니라 오히려 잠을 많이 자고 식욕이 넘쳐 과식하게 되어 체중이 증가합니다. 이러한 경우도 우울증인가요?,우울증의 경우 다른 증상들을 3-4가지 보이면서 잠이 많고 식욕이 더 많아지는 경우가 있습니다.,0
192,우울한 기분을 가지는데 불면증이나 식욕저하가 아니라 오히려 잠을 많이 자고 식욕이 넘쳐 과식하게 되어 체중이 증가합니다. 이러한 경우도 우울증인가요?,전문적으로는 비정형성 우울증이라고도 합니다.,0
193,우울한 기분을 가지는데 불면증이나 식욕저하가 아니라 오히려 잠을 많이 자고 식욕이 넘쳐 과식하게 되어 체중이 증가합니다. 이러한 경우도 우울증인가요?,치료전략이 다소 다르므로 신경정신과 전문의의 정확한 진단과 치료를 받으십시오.,0
194,통증이 오래되면 정신적으로 어떤 영향이 있나요?,"만성 통증은 정신, 심리, 사회적인 면에도 여러 가지 영향을 미치게 됩니다.",0
195,통증이 오래되면 정신적으로 어떤 영향이 있나요?,심리적 반응의 결과 사회적응이 곤란해지고 그 사회적 역할을 충분히 하지 못하게 되는 일도 많습니다.,0
196,통증이 오래되면 정신적으로 어떤 영향이 있나요?,사는 의미를 상실하고 때로는 자신의 실존성을 부정하고 자살을 시도 하는 경우까지도 있을 수 있습니다.,0
197,통증이 오래되면 정신적으로 어떤 영향이 있나요?,만성 통증은 몸과 마음 모두의 문제이며 이러한 문제를 포괄적으로 치료하여야 좋은 결과를 얻을 수 있습니다.,0
198,루푸스가 정신병이나 우울증과도 관련이 있나요?,루푸스는 뇌와 신경 계통을 침범할 수 있으며 이 경우 신경학적 증상이나 신경정신과적 증상을 일으킬 수도 있습니다.,0
199,루푸스가 정신병이나 우울증과도 관련이 있나요?,"신경정신과적 증상으로 생기는 정신병이나 정서의 변화 등은 루푸스 자체의 병세악화 때문인지 약물 부작용인지, 만성 질환에 따른 스트레스 때문인지 구분이 쉽지 않습니다.",0
200,루푸스가 정신병이나 우울증과도 관련이 있나요?,여러 원인을 고려해야 하며 신경정신과와 상담하여 필요시 적절한 치료를 하여 병이 더욱 악화되는 것을 방지해야겠습니다.,0
201,갱년기가 되면 우울증이 옵니까?,갱년기는 월경이 끝나는 시기의 2~3년 전후의 시기를 말하는데 보통 45세부터 55세 정도의 시기를 말합니다.,0
202,갱년기가 되면 우울증이 옵니까?,"월경의 변화로 기인되는 여러 가지 요인 중 특히 호르몬 작용의 변화, 임신할 수 있는 여성으로서의 자격 상실 등 여성으로서 위치가 점점 위태롭게 되는 중년기입니다.",0
203,갱년기가 되면 우울증이 옵니까?,갱년기 때 우울증에 걸리기 쉽습니다.,0
204,갱년기가 되면 우울증이 옵니까?,흔히 갱년기 증후군으로만 인식하여 호르몬 치료 정도로 그치는 경우가 많습니다.,0
205,뇌손상 후 우울증이 많이 생기나요?,뇌의 손상이 뇌의 앞쪽(전두엽)에 가까울수록 심합니다.,0
206,뇌손상 후 우울증이 많이 생기나요?,좌측 뇌에 손상이 있을 경우 우울증이 더 많이 발생합니다.,0
207,뇌손상 후 우울증이 많이 생기나요?,우울증이 있을 경우의 증상은 힘이 없으며 의욕을 잃은 듯한 표정 및 행동을 보입니다.,0
208,뇌손상 후 우울증이 많이 생기나요?,"우울증이 있을 경우 잠을 자지 못하는 경우가 많으며, 말없이 가만히 있는 경우가 많게 됩니다.",0
209,뇌손상 후 우울증이 많이 생기나요?,"우울증이 있을 경우 재활치료를 하는데, 많은 장애를 초래하므로 심리치료 및 약물치료가 필요합니다.",0
210,뇌손상 후 우울증이 많이 생기나요?,비록 장애인이 되었지만 환자 자신이 가족에게 꼭 필요한 존재라는 것을 인식시키도록 가족들의 사랑이 필요합니다.,0
211,"우울증은 마음의 병으로 알고 있는데, 약을 안먹고 치료할 수는 없나요?",우울증의 원인은 여러 가지가 있을 수 있는데 그중 뇌의 생화학물질의 불균형으로 인해 나타나는 경우도 있습니다.,0
212,"우울증은 마음의 병으로 알고 있는데, 약을 안먹고 치료할 수는 없나요?","우울증의 원인을 찾아서 그에 맞는 약물투여를 통해 교정을 해주는 것이 중요하며, 약물치료 이외에도 지지정신치료, 인지행동치료, 광선치료, 전기경련요법 등이 도움이 될 수 있습니다.",0
213,우울증 치료할 때 어떤 경우에 입원을 해야 하나요?,"우울증의 증상을 발견한 후 빠른 회복이 필요한 경우, 환청이나 죄책망상 등과 같은 정신병적 증상이 동반된 경우, 자살이나 타인에 대한 위해가 우려가 될 경우, 치료 약물을 복용하였지만 부작용이 너무 심해서 견디지를 못하는 경우, 가족들과의 관계가 너무 악화되어 격리를 하는 것이 환자에게 도움이 될 경우 등 많은 경우에 입원치료를 하는 것이 외래치료보다 도움이 될 수 있습니다.",0
214,우울증에 걸리면 어떤 경우에 병원에 가야 하나요?,"대부분의 사람들은 살아가면서 어느 정도의 좌절과 괴로움, 우울증을 겪게 됩니다.",0
215,우울증에 걸리면 어떤 경우에 병원에 가야 하나요?,"일상적인 가정생활, 사회생활, 직장생활에 지장을 주고, 자신이나 타인에게 위해를 가할 수 있는 상황이 된다면 병원을 방문하여 적절한 진단과 치료를 받는 것이 필요합니다.",0
216,환자가 자살을 생각할 때 미리 알아차릴 수 있는 방법은 없나요?,정신분열병의 자살은 예고 없이 급작스럽게 일어나는 경우가 많습니다.,0
217,환자가 자살을 생각할 때 미리 알아차릴 수 있는 방법은 없나요?,"장래에 대한 계획이 전혀 없거나, 자신이 평소 아끼던 물건이나 소유물을 주변사람에게 주거나, 장례절차나 유산문제 등을 알아보고 확인하거나, 자살에 대해 구체적인 계획을 세운다면 위험하다고 봐야합니다.",0
218,환자가 자살을 생각할 때 미리 알아차릴 수 있는 방법은 없나요?,"평소보다 더 차분하고 조용해진다거나, 자살하겠다고 위협적으로 말을 하거나, 유언을 남긴다면 위험하다고 봐야합니다.",0
219,환자가 자살을 생각할 때 미리 알아차릴 수 있는 방법은 없나요?,우울하다가 하던 일을 갑자기 그만두거나 할 때 위험하다고 봐야 합니다.,0
220,환자가 자살을 생각할 때 미리 알아차릴 수 있는 방법은 없나요?,나 죽을 거야' ' 죽고 싶어'라고 슬쩍 지나치 듯 하는 말을 무시해서는 안됩니다.,0
221,환자가 자살을 생각할 때 미리 알아차릴 수 있는 방법은 없나요?,대화를 통하여 환자의 마음 상태에 대해 잘 알아보고 정신건강의학과 의사의 조언을 구해야 합니다.,0
222,정신분열병 환자가 자살할 확률은 어느 정도인가요? 또 그 이유는 무엇인가요?,정신분열병 환자는 대체로 일반인보다 자살할 확률이 높습니다.,0
223,정신분열병 환자가 자살할 확률은 어느 정도인가요? 또 그 이유는 무엇인가요?,20년 간 환자를 조사해 보면 약 절반의 숫자가 수에서 자살을 시도하는 경향이 있습니다.,0
224,정신분열병 환자가 자살할 확률은 어느 정도인가요? 또 그 이유는 무엇인가요?,정신분열병 환자 중 젊은 남자 또는 실직이나 우울증이 겹치는 사람의 경우에 특히 위험합니다.,0
225,정신분열병 환자가 자살할 확률은 어느 정도인가요? 또 그 이유는 무엇인가요?,자살하는 이유로는 급성기에는 피해적인 망상 때문에 그것이 괴로워서 자살하는 경우도 있습니다.,0
226,정신분열병 환자가 자살할 확률은 어느 정도인가요? 또 그 이유는 무엇인가요?,"병에 걸려 불치일 것이라거나 희망이 없다는 생각, 병을 앓은 후에 겹치는 우울증, 직장을 잃거나 경제적 어려움, 주위 사람들로부터의 고립에 의한 실망, 좌절 등 때문입니다.",0
227,"나는 우울할 때가 대부분이고, 기분이 떴다고 느낀 적은 한번 밖에 없었어요. 그런데도 제가 조울증인가요?",조울증은 단 한번의 조증 시기나 경조증 시기가 있었더라도 진단이 됩니다.,0
228,"나는 우울할 때가 대부분이고, 기분이 떴다고 느낀 적은 한번 밖에 없었어요. 그런데도 제가 조울증인가요?",우울증이라고 진단을 하려면 단 한번의 조증이나 경조증 시기도 없어야 합니다.,0
229,"나는 우울할 때가 대부분이고, 기분이 떴다고 느낀 적은 한번 밖에 없었어요. 그런데도 제가 조울증인가요?",조증이나 경조증 삽화가 한번이라도 있는 경우에는 현재 증상이 우울증에 합당하다 하더라도 우울증이라고 하지 않고 조울증의 우울증 시기라고 말합니다.,0
230,"나는 우울할 때가 대부분이고, 기분이 떴다고 느낀 적은 한번 밖에 없었어요. 그런데도 제가 조울증인가요?","항우울제 사용에 주의가 필요한데, 항우울제를 사용할 경우 조증이나 경조증 증상이 나타날 수 있기 때문입니다.",0
231,우울하던 친구가 갑자기 기분이 좋아졌어요 왜그런거죠?,일반적으로 조증을 조울증이라고도 합니다.,0
232,우울하던 친구가 갑자기 기분이 좋아졌어요 왜그런거죠?,대체로 조증이라는 것이 우울증을 동반하는 경우가 많기 때문입니다.,0
233,우울하던 친구가 갑자기 기분이 좋아졌어요 왜그런거죠?,"대부분의 조증은 우울증 이후에 나타나며, 여자에서는 75%, 남자에서는 67%가 우울증으로 먼저 나타나고, 10-20%로의 환자만이 조증만을 경험하는 것으로 보입니다.",0
234,우울하던 친구가 갑자기 기분이 좋아졌어요 왜그런거죠?,조증의 발병은 수 시간 또는 수일에 걸쳐 빠르게 발현되는 것이 상례이지만 때로는 2-3주에 걸쳐서 서서히 나타날 수도 있습니다.,0
235,우울증은 완치가 가능하나요?,"우울증은 생물학적, 유전적, 정신사회적, 인지적인 여러 요소들이 복합적으로 작용하여 발병합니다.",0
236,우울증은 완치가 가능하나요?,"각자의 원인과 증상에 맞게 적절한 치료를 충분한 기간 동안 받는다면 완치가 가능하며 가정생활, 사회생활, 직장생활 등을 충분히 만족하면서 영위할 수 있습니다.",0
237,뇌졸중 후유증으로는 어떤 증상들이 있습니까?,"뇌졸중의 후유증은 한 번 또는 여러 번의 뇌졸중으로 인한 증상이 완전히 회복되지 않고 남아 있는 것으로서, 반신마비, 사지마비, 구음(발음) 장애, 연하장애(삼키기 어려움), 언어장애, 감각장애, 운동실조, 시야장애, 보행장애, 대소변 못가림, 성격, 판단력, 행동장애, 치매, 우울증 및 정신증상, 감정조절장애 등이 있습니다.",0
238,조울증이란 말을 들었는데 우울증과 같은 말인가요? 만약 다르다면 어떤 차이가 있는지요?,"조울증은 조증, 혹은 조증과 우울증이 교대로 나타나는 것을 말합니다.",0
239,조울증이란 말을 들었는데 우울증과 같은 말인가요? 만약 다르다면 어떤 차이가 있는지요?,정상적으로 기분은 일정범위 내에서 변합니다.,0
240,조울증이란 말을 들었는데 우울증과 같은 말인가요? 만약 다르다면 어떤 차이가 있는지요?,기분변동의 정도와 기간이 정상에 비해 크거나 오래 지속되는 것은 비정상적이라고 할 수 있습니다.,0
241,조울증이란 말을 들었는데 우울증과 같은 말인가요? 만약 다르다면 어떤 차이가 있는지요?,기분이 비정상적으로 들뜬 상태를 조증상태라고 합니다.,0
242,조울증이란 말을 들었는데 우울증과 같은 말인가요? 만약 다르다면 어떤 차이가 있는지요?,"조울증은 남자나 여자가 비슷한 비율로 생기며, 대체로 성인 인구의 약 1%가 조울증을 나타냅니다.",0
243,"집중력 저하, 식욕부진을 보이는 고3 학생의 문제가 무엇인가요? ","고3병이란, 입시 스트레스와 관련되어 청소년기에 발병하는 기분장애, 불안장애, 기타 신경증적 장애 그리고 일부 정신병적 장애 등을 통틀어 일컫는 말입니다.",0
244,"집중력 저하, 식욕부진을 보이는 고3 학생의 문제가 무엇인가요? ",즉 고3병이 모두 우울증은 아니고 환자에 따라 증상들이 다양하게 나타납니다.,0
245,"집중력 저하, 식욕부진을 보이는 고3 학생의 문제가 무엇인가요? ","그중 기분장애로 이환되는 경우가 많은데, 특히 우울 양상을 보이는 경우가 많습니다.",0
